area,coins,danmakus,episodes_aid,episodes_duration,favorites,media_id,name,season_id,style,views,years
英国,241.0,2250.0,"OrderedDict([('Welcome To The World Of Weight Loss', '9769275')])",[51],5025.0,20743,欢迎来到减肥世界,20743,['社会'],192832.0,2012
法国,1258.0,1275.0,"OrderedDict([('', '34399653')])",[55],8476.0,8700647,BEATBOX 燃爆世界,26419,"['人文', '社会', '运动']",190787.0,2015
中国大陆,185.0,1943.0,"OrderedDict([('', '9195955')])","[30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30]",4942.0,21156,清宫秘档,21156,"['人文', '历史']",189656.0,2004
中国大陆,222.0,3283.0,"OrderedDict([('', '15760929')])","[25, 25, 25, 25]",6451.0,74732,俄罗斯人质危机下的普京,21202,"['社会', '历史']",189239.0,2017
英国,443.0,1644.0,"OrderedDict([('地平线：电子香烟是奇迹还是威胁？', '26766987')])",[51],8673.0,122192,地平线：电子香烟是奇迹还是威胁？,25240,['科技'],185630.0,2016
法国,368.0,5179.0,"OrderedDict([('第一集', '4950979'), ('第二集', '4950979'), ('第三集', '4950979'), ('第四集', '4950979'), ('第五集', '4950979'), ('第六集', '4950979'), ('第七集', '4950979'), ('第八集', '4950979'), ('第九集', '4950979'), ('第十集', '4950979')])","[52, 51, 53, 54, 52, 53, 49, 49, 53, 52]",5880.0,12752,拿破仑传,21763,"['人文', '历史']",184040.0,2016
美国,208.0,759.0,"OrderedDict([('', '31242595')])",[42],6500.0,132452,求生一加一5精彩镜头,25593,['探险'],183986.0,2018
英国,606.0,1283.0,"OrderedDict([('MH370航班失踪疑云', '31244829')])",[43],7810.0,133972,MH370航班失踪疑云,25692,"['科技', '灾难']",183053.0,2018
法国,269.0,455.0,"OrderedDict([('', '31378865')])",[60],244.0,16661365,红毯这件事,26624,"['历史', '人文']",182246.0,2010
中国大陆,1194.0,2355.0,"OrderedDict([('吃遍加拿大（第1集）：卡尔加里', '5065410'), ('吃遍加拿大（第2集）：爱德华王子岛', '5112010'), ('吃遍加拿大（第3集）：纽芬兰', '5134274'), ('吃遍加拿大（第4集）：纽芬兰', '5149035'), ('吃遍加拿大（第5集）：魁北克', '5199174'), ('吃遍加拿大（第6集）：不列颠哥伦比亚', '5235454'), ('“烫死喷子” 芝士通心粉', '16290543'), ('“美利坚地三鲜” 配煎虹鳟鱼', '17162146'), ('牛排三明治配阿根廷青酱', '18876319'), ('超脆炸鸡', '10646668'), ('马帝教你跟孩子们一起烤奶酪', '10964923'), ('大力土豆配肋眼牛排', '12524410'), ('“合不拢腿”千层面，助你在七夕约到TA', '13902951'), ('“比你嘴大” 龙虾三明治', '15447501'), ('“爸爸爱你”甜甜圈', '15888803'), ('感恩节！马帝教你做鸡！以及其他', '16603777'), ('“这太松了”美式煎饼', '17890454'), ('香炸大辣鸡', '18404066'), ('至尊芝士汉堡', '19940297'), ('五彩健康早餐', '20219543'), ('嫩滑巧克力慕斯', '21005150'), ('“非常简单”后街烤肋排', '22595878'), ('“糖不要钱” 柠檬蛋白派', '24408193'), ('“千金难买我一笑” BLT 三明治', '26074373'), ('冰火两重天披萨饺子', '28750272'), ('炖牛肋排 “美式肉夹馍”', '31255741'), ('“丈母娘最爱的” 猎人烩鸡意面', '36873366'), ('“不能学不会” 的波洛尼肠蛋羹', '39052759')])","[17, 18, 17, 22, 21, 19, 7, 5, 7, 9, 7, 10, 9, 10, 9, 16, 8, 5, 6, 6, 7, 11, 12, 6, 7, 8, 8, 2]",2207.0,117392,VICE 大厨小吃,25073,['美食'],181330.0,2017
中国大陆,794.0,4415.0,"OrderedDict([('大江东去意未销', '36509115'), ('星落秋风五丈原', '36509115'), ('横槊悲歌观沧海', '36509115'), ('义薄云天垂九州', '36509115'), ('一江南北真豪杰', '36509115'), ('良史演义共三国', '36509115')])","[50, 50, 50, 50, 50, 50]",7061.0,4312462,三国的世界,26145,"['历史', '人文']",181299.0,2018
日本,553.0,1833.0,"OrderedDict([('穿越北海道之旅', '31546367'), ('世界遗产', '31546367'), ('能登半岛', '31546367'), ('长崎朝圣之旅', '31546367'), ('置身于北海道的大自然母亲', '31546367'), ('南部奄美大岛', '31546367'), ('穿越房总半岛之旅', '31546367'), ('岩手的海岸和山脉', '31546367'), ('热带八重山诸岛', '31546367'), ('在富山市乘风骑行', '31546367'), ('从东京到伊豆半岛', '31546367')])","[49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49]",8800.0,16662699,环绕日本,26625,"['旅行', '美食', '人文']",179394.0,2015
英国,852.0,6027.0,"OrderedDict([('第一日-马恩河战役', '11132594'), ('兄弟连-索姆河战役', '11132594'), ('战争机器-亚眠战役', '11132594')])","[58, 57, 57]",11362.0,20435,我们的世界大战,20435,"['军事', '历史']",179038.0,2014
英国,583.0,3840.0,"OrderedDict([('第1集', '11668850')])",[52],7766.0,20548,兵马俑的新秘密,20548,"['历史', '人文']",178565.0,2013
中国大陆,275.0,6231.0,"OrderedDict([('01.失落的国度', '5778150'), ('02.高原的孩子', '5778150'), ('03.崛起之路', '5778150'), ('04.大白高国', '5778150'), ('05.以战求胜', '5778150'), ('06.后宫丽影', '5778150'), ('07.文明之光', '5778150'), ('08.普通人的王朝', '5778150'), ('09.铭记', '5778150'), ('10.生生不息', '5778150')])","[50, 50, 50, 48, 50, 50, 50, 50, 50, 50]",6542.0,20873,神秘的西夏,20873,"['历史', '人文']",178404.0,2015
美国,579.0,2840.0,"OrderedDict([('无人之地', '31526543'), ('遭遇猎杀', '31526372'), ('冬季将至', '31526604'), ('饥饿难耐', '31526508'), ('最后的日落', '31526433'), ('进入黑暗', '31526583'), ('无不散宴席', '31526633'), ('久违的日光', '31526468')])","[43, 43, 43, 42, 43, 43, 43, 43]",5350.0,131412,最后的极圈居民,25551,"['人文', '探险']",177932.0,2018
美国,362.0,1015.0,"OrderedDict([('古埃及神秘墓室', '30177466')])",[44],10729.0,130092,古埃及神秘墓室,25497,"['历史', '人文']",177718.0,2010
美国,602.0,780.0,"OrderedDict([('正片', '40364036')])",[44],10390.0,21101854,女人的秘密生活：黑手党的女人们,26742,"['人文', '社会', '历史']",177467.0,2019
英国,1302.0,3453.0,"OrderedDict([('危机初显', '35964700'), ('解决危机', '35964700'), ('成功入园', '35964700')])","[50, 50, 50]",13931.0,10709144,屋中大猫,26462,"['动物', '社会']",176154.0,2018
美国,492.0,1177.0,"OrderedDict([('科学剖析', '28943813'), ('都市战斗', '28943813'), ('远程狙击', '31646188'), ('潜踪隐迹', '31646020')])","[44, 44, 44, 44]",10761.0,131192,顶尖狙击手 第二季,25541,"['历史', '军事']",175445.0,2018
美国,681.0,2571.0,"OrderedDict([('追溯   起源', '29900564'), ('演变   进化', '29900564'), ('转折   塑造', '29900564')])","[55, 55, 55]",10534.0,13514069,你体内的鱼,26560,"['自然', '科技']",175169.0,2014
英国,365.0,703.0,"OrderedDict([('', '30650707')])",[52],15601.0,4312162,地平线：你需要知道的未来十件事,26134,"['科技', '社会']",174816.0,2017
美国,781.0,4329.0,"OrderedDict([('天生狂野', '31264564'), ('无处藏身', '31258270'), ('幼学壮行', '31264809'), ('蛮荒边境', '31264494'), ('生机勃发', '31264439'), ('幕后', '31264681')])","[43, 43, 43, 43, 43, 43]",7033.0,133472,北美大地,25660,"['自然', '动物']",174199.0,2018
美国,287.0,1684.0,"OrderedDict([('', '31242834')])","[43, 42, 42, 42, 42, 43]",3011.0,130252,求生一加一 第二季（巴西版）,25505,['探险'],172954.0,2018
美国,452.0,1337.0,"OrderedDict([('内华达原子弹', '29948181')])",[51],7198.0,142152,内华达的原子弹,25898,"['军事', '人文', '历史']",172066.0,2018
中国大陆,618.0,4986.0,"OrderedDict([('蒙古族：马背上的少年', '18485886'), ('鄂伦春族：磊磊的烦恼', '18484979'), ('苗族：我和狗狗过苗年', '18596251'), ('瑶族：小川的心事', '18596195'), ('布朗族：苏涵的山康节', '18596271'), ('彝族：莫吉次吉的火把节', '18596215'), ('纳西族：我的足球我的班', '18596229')])","[26, 26, 26, 26, 26, 26, 26]",5609.0,57772,我是中国的孩子,23477,['人文'],170783.0,2016
美国,310.0,2435.0,"OrderedDict([('卡利古拉', '23847474'), ('阿提拉', '23847474'), ('尤利乌斯凯撒', '23847474'), ('汉尼拔', '23847474'), ('成吉思汗', '23847474'), ('亚历山大', '23847474'), ('尼禄', '23847474'), ('克利奥帕特拉', '23847474')])","[45, 45, 46, 46, 46, 46, 46, 46]",6783.0,113052,古代暴君,24958,"['历史', '人文']",170602.0,2009
澳大利亚,522.0,3058.0,"OrderedDict([('收割炸弹', '4067215')])",[87],5873.0,14952,收割炸弹,21851,"['人文', '社会']",169565.0,2007
法国,314.0,484.0,"OrderedDict([('', '29609145')])",[50],6410.0,4311242,探索青少年大脑,26105,"['科技', '社会']",168184.0,2018
英国,385.0,2565.0,"OrderedDict([('', '30127597')])","[56, 56, 56, 57, 57, 57]",9843.0,4310142,世界上最艰难的工作,26060,['社会'],166881.0,2015
英国,229.0,5100.0,"OrderedDict([('01', '11729665')])",[50],5409.0,20567,大熊猫在英国,20567,"['动物', '社会']",165935.0,2012
中国大陆,122.0,467.0,"OrderedDict([('AI赢过人，是否就无所不能？', '31677118'), ('危险工作黑名单，你被AI盯上了吗？', '31901543'), ('人与AI会产生感情吗，电影《Her》的故事会成真吗？', '32019381'), ('AI引发失业潮后，人类靠什么活下去？', '32136701'), ('这些行业被李开复等投资者盯上，却与AI无关？', '32327382'), ('十年没有新技术问世，AI发展已经停滞？', '32499852'), ('AI翻身做主人，为什么不可能？', '32580137'), ('科幻终成现实，终结者已经出现了吗？', '33396648'), ('李开复解说科幻片，哆啦A梦只是个梦？', '33525592'), ('AI+大数据=零犯罪？', '33619983'), ('人类下达的命令相互冲突，AI会疯吗？', '33889949'), ('掌握AI的人，他们会让社会更好还是更糟？', '34013161'), ('因为AI, 你的一生可能换8份不同的工作?', '34134682'), ('不懂AI，我们的爸妈该如何生存？', '34369943'), ('AI使00后的职场，比现在更有创意？', '34501471'), ('AI时代除了报兴趣班，孩子更要上情商课？', '34614789'), ('你最隐私的地方，会被AI窥视吗？', '34852268'), ('AI时代，升职更需软实力？', '34984730'), ('李开复也会担心被AI取代吗？', '35064996'), ('AI时代，一周只需上3天班？', '35357114'), ('宅男对AI产生的“爱”，是真爱吗？', '35426006'), ('AI只能山寨，不能创造？', '35544154'), ('AI能让人长生不老吗？', '35818839'), ('AI当道，未来人类会退化吗？', '35889332'), ('富豪榜洗牌，都是AI惹的祸？', '36027573'), ('AI值100万亿人民币？', '36305232'), ('AI是最完美的员工？', '37076208'), ('美国发明的AI，将由中国发扬光大？', '36515894'), ('李开复认为凭借这三点，中国将与美国平起平坐，靠谱！', '36804327'), ('未来AI世界，会出现三国争霸吗？', '37076285'), ('AI七大“列强”将瓜分世界？', '37073061'), ('李开复最希望看到哪个领域“喜提”AI？', '37346509'), ('AI会不会造就「黑客帝国」？', '37468730'), ('卓别林在《摩登时代》的茫然无措会重演吗？', '37619248'), ('AI将刷新人类三观？', '37854858'), ('英剧《黑镜》给了李开复什么启发？', '37975350'), ('《黑镜》这一集令李开复震撼！', '38109032'), ('李开复写书不为科普AI，背后有何深意？', '38353808'), ('人类可以既有AI，又有未来吗？', '38495198'), ('癌症让李开复看开人生，更看透AI？', '38637256'), ('装备AI，你家的车也能无人驾驶？', '38894362')])","[3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 5, 3, 3, 5, 4, 4, 4, 3, 3, 3, 3, 4, 4, 3, 5, 2, 4, 3, 3, 3, 3, 2, 2, 3, 3, 3, 3, 4, 2]",2829.0,141372,AI?未来,25863,"['科技', '人文']",164926.0,2018
中国大陆,5117.0,4114.0,"OrderedDict([('消失了20年后，中国黑胶唱片工厂复活', '13464950'), ('《最强大脑》走红的背后，有一个火爆的记忆培训市场', '19303864'), ('我花444块钱去上海体验死亡游戏，输家要被推进“焚化炉”', '21667550'), ('探秘占卜产业：算命、星座和塔罗牌火热背后，人们渴求心灵安慰', '21982213'), ('神秘灵修现场，陌生人演绎家庭纠葛倒地痛哭', '22286283'), ('来自东方的神秘力量，老外用冥想如何改变大脑？', '22324022'), ('贫穷美少女探秘中国最大金蛋村', '24156927'), ('中国男人终于开始化妆了！', '26184508'), ('双十一来袭，东欧美少女如何成为淘宝外模', '34592181')])","[5, 17, 19, 10, 13, 12, 6, 9, 16]",557.0,3081939,箭厂 花钱档案,25985,['社会'],164411.0,2017
英国,735.0,7908.0,"OrderedDict([('众岛之洋', '10990675'), ('漂流者的天堂', '10990675'), ('无尽蔚蓝', '10990675'), ('火山列岛', '10990675'), ('怪异的岛屿', '10990675'), ('脆弱的天堂', '10990675')])","[50, 49, 48, 48, 50, 49]",11264.0,20367,南太平洋,20367,"['自然', '动物']",164293.0,2009
英国,486.0,2670.0,"OrderedDict([('瑞秋和凯蒂', '27821428'), ('劳伦和罗宾', '27821428'), ('吉娜和麦克斯', '27821428')])","[45, 45, 46]",14996.0,126172,合理瘦身 第一季,25378,"['社会', '科技', '美食']",163922.0,2016
美国,912.0,1171.0,"OrderedDict([('', '30625293')])","[43, 42, 43, 43, 43, 43, 40, 43]",1896.0,4312582,揭秘特种兵,26150,['军事'],162815.0,2018
日本,668.0,3476.0,"OrderedDict([('', '31401496')])",[48],6146.0,6832385,天才猎手：变色龙,26385,"['自然', '动物']",161569.0,2014
美国,830.0,2594.0,"OrderedDict([('大海捞针', '31246858'), ('登上捕鲸船', '31246563'), ('国际周旋', '31247004'), ('兴风作浪', '31247151'), ('船只待修', '31246647'), ('整装再出发', '31246896'), ('惊爆点', '31247037')])","[43, 43, 46, 46, 46, 46, 46]",6907.0,132572,护鲸大战 第一季,25599,"['社会', '探险']",158732.0,2018
其他,1201.0,6339.0,"OrderedDict([('', '20143095')])","[52, 52]",12555.0,120472,行为恶劣的植物,25197,['自然'],158532.0,2013
英国,413.0,5981.0,"OrderedDict([('01', '13779802'), ('02', '13779802')])","[58, 59]",2445.0,20644,猫狗之争 谁更适合做宠物,20644,"['动物', '萌宠']",158433.0,2016
英国,1359.0,1796.0,"OrderedDict([('', '27155837')])",[46],13874.0,19727534,婴儿的秘密生活,26718,"['人文', '社会']",157994.0,2014
英国,157.0,1985.0,"OrderedDict([('', '11675051')])",[51],15914.0,75632,宇宙大爆炸前发生了什么,20835,"['宇宙', '科技']",157396.0,2010
其他,433.0,1346.0,"OrderedDict([('', '29560282')])",[54],5677.0,4312102,为石油而战,26132,"['科技', '社会']",157201.0,2018
其他,208.0,1211.0,"OrderedDict([('新鲜水果冒牌货', '16801410')])",[50],8218.0,21410,新鲜水果的冒牌货,21410,"['科技', '美食']",156142.0,2017
美国,176.0,2213.0,"OrderedDict([('科技新北京', '21914174'), ('互联长三角', '21914174'), ('智造珠三角', '21914174')])","[43, 43, 43]",9004.0,83992,智慧中国 · 众创时代,23984,"['科技', '社会']",153776.0,2018
挪威,678.0,1991.0,"OrderedDict([('去挪威感受顶级扇贝', '28034524'), ('北欧黑暗料理·麋鹿心', '28101831'), ('生吃鳕鱼舌了解一下', '28182748'), ('鲜血肠or鹿舌or帝王蟹？', '28256012'), ('挪威重金属烤猪头', '28337650')])","[15, 17, 14, 19, 15]",4379.0,119992,VICE 挪威吃喝指南,25174,"['美食', '人文']",151904.0,2018
日本,198.0,2929.0,"OrderedDict([('', '10107123')])","[28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]",5741.0,20169,筑地寻味,20169,"['美食', '人文']",151213.0,2014
日本,498.0,2141.0,"OrderedDict([('大熊猫', '10126571'), ('大猩猩', '10126571'), ('考拉', '10126571'), ('长颈鹿', '10126571'), ('非洲象', '10126571'), ('黑熊', '10126571'), ('东北虎', '10126571'), ('北极熊', '10126571'), ('小熊猫', '10126571'), ('海獭', '10126571'), ('黑猩猩', '10126571'), ('树懒', '10126571'), ('犀牛', '10126571'), ('白虎', '10126571'), ('海狮', '10126571'), ('亚洲象', '10126571'), ('虎鲸', '10126571'), ('海豹', '10126571')])","[14, 14, 15, 15, 14, 15, 15, 14, 14, 14, 15, 14, 14, 14, 14, 14, 15, 14]",5788.0,20175,动物宝宝 迷你特辑,20175,"['动物', '萌宠']",151198.0,2014
美国,955.0,1162.0,"OrderedDict([('世界的“妖魔”——迈克尔·杰克逊', '4410999')])",[48],7579.0,14432,世界的“妖魔”——迈克尔·杰克逊,21839,"['人文', '历史']",151123.0,2016
英国,698.0,5139.0,"OrderedDict([('01', '11668885')])",[57],3326.0,20532,巧克力-苦的真相,20532,"['人文', '社会']",150929.0,2010
英国,800.0,3723.0,"OrderedDict([('Horizon How Big Is The Universe', '10788045')])",[51],5865.0,74292,地平线系列：宇宙有多大,20776,"['科技', '宇宙']",149836.0,2012
其他,403.0,1700.0,"OrderedDict([('未来血液', '20697339')])",[52],5149.0,127192,未来血液,25416,"['科技', '医疗']",149377.0,2016
其他,277.0,2886.0,"OrderedDict([('第一集', '4950995'), ('第二集', '4950995'), ('第三集', '4950995')])","[49, 47, 49]",4906.0,26852,斯大林格勒战役,22233,"['历史', '军事']",148363.0,2016
美国,600.0,1417.0,"OrderedDict([('上帝创造宇宙？', '31522899'), ('生命的意义', '31522862'), ('宇宙的终极密钥', '31522928')])","[44, 43, 43]",12061.0,130992,史蒂芬霍金：论天道,25534,"['科技', '宇宙']",147284.0,2018
其他,447.0,898.0,"OrderedDict([('升温', '23259764'), ('无始无终', '23259764'), ('模糊现实', '23259764'), ('人类之上', '23259764'), ('宇宙振动', '23259764'), ('乘风破浪', '23259764'), ('我们的物质世界', '23259764'), ('海蓝', '23259764'), ('地球外的生命', '23259764'), ('一剂良药', '23259764'), ('自然之路', '23259764')])","[21, 21, 20, 20, 20, 20, 21, 20, 20, 21, 20]",15892.0,97232,液态科学 第一季,24414,['科技'],146726.0,2018
中国大陆,192.0,1841.0,"OrderedDict([('家宴春色', '30030597'), ('人间清欢', '30030597'), ('绿野鲜宗', '30030597'), ('岁月怀想', '30030597'), ('异情别恋', '30030597'), ('乾坤小鲜', '30030597'), ('山水风物', '30030597'), ('五行秘语', '30030597'), ('甘苦轮回', '30030597'), ('华席流觞', '30030597')])","[38, 40, 40, 39, 39, 38, 39, 39, 39, 38]",4220.0,134712,味道云南,25737,"['美食', '人文']",145950.0,2013
中国大陆,62.0,329.0,"OrderedDict([('', '12595219')])","[30, 30, 30, 30, 30, 30, 29, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 29, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30]",4722.0,92532,历史大揭秘,24278,"['历史', '人文']",145075.0,2018
法国,519.0,2484.0,"OrderedDict([('THE_SECRET_WORLD_OF_CRUSTACEANS', '11298146')])",[50],6593.0,20461,甲壳动物的神秘世界,20461,"['自然', '动物']",144569.0,2012
英国,691.0,1417.0,"OrderedDict([('The Secret Life of Your Clothes', '16801132')])",[58],4612.0,21384,旧衣的秘密,21384,"['人文', '社会']",144193.0,2014
英国,544.0,3280.0,"OrderedDict([('01', '14806805'), ('02', '14806805'), ('03', '14806805'), ('04', '14806805'), ('05', '14806805'), ('06', '14806805')])","[44, 45, 44, 45, 44, 44]",3985.0,20643,“杀死”老妈的50种方法 第一季,20643,"['旅行', '人文']",143532.0,2014
美国,606.0,1560.0,"OrderedDict([('浪费了的粮食', '40299657')])",[85],8496.0,19013963,浪费了的粮食,26704,"['人文', '社会', '美食']",143363.0,2017
中国大陆,898.0,2869.0,"OrderedDict([('罗马：永恒之城', '10430872'), ('伊斯但布尔：呼愁', '10430872'), ('布拉格：无法抵达的城堡', '10430872'), ('圣彼得堡：一座改名城市的指南', '10430872'), ('乌鲁木齐：夜与昼', '10430872'), ('银川：灵与肉', '10430872'), ('福州印记', '10430872'), ('老西安', '10430872')])","[30, 30, 30, 30, 30, 30, 30, 30]",3262.0,21361,一本书一座城 第二季,21361,"['人文', '旅行']",142108.0,2017
英国,144.0,2633.0,"OrderedDict([('长子', '11016278'), ('奋斗', '11016278'), ('奶酪', '11016278'), ('展会', '11016278'), ('谋杀', '11016278'), ('幽灵', '11016278')])","[29, 29, 29, 29, 29, 28]",3536.0,20376,上流生活,20376,"['人文', '社会']",141895.0,2014
中国大陆,2578.0,1714.0,"OrderedDict([('改革开放对电影有什么影响？', '36356784'), ('张艺谋：中国电影若照搬好莱坞，就是灾难', '36373918'), ('他演过好干部，也演过轰动全国的“偶像剧”', '36449211'), ('影响第四集李雪健下--网络纯净版', '36503114'), ('恐怕只有黄渤能做到唱10年歌不红，拍10天戏却火了', '36567926'), ('他是中国首位奶油小生，火遍b站的鬼畜er', '36624283'), ('从大山里的少年，到10亿票房导演大鹏', '36641117'), ('王宝强：如果我飘了，也就混到头儿了', '36814687'), ('于冬：3万结婚钱投进电影，《红海行动》就这么投出来的', '36879651'), ('最强第三代导演谢晋，拍《芙蓉镇》无剧本现场手写一气呵成', '36934943'), ('谢飞：现实是北电教授，网上是豆瓣最大牌影评人', '37008563'), ('黄建新：这位金牌电影监制，也曾是中国最时髦导演', '37089378'), ('宁浩：多亏刘德华的投资，让我拍出了《疯狂的石头》', '37193977'), ('王晓棠：夜里三点也要审片！八一厂首位女厂长成就数部电影经典', '37202732'), ('当年考首届高考的明星，都是如何备考的？', '37342302'), ('当年，全民冲去看“新中国银幕第一吻”！观影人次是现在的18倍！', '37385384'), ('国家做了哪些，让几十亿中国人顿顿吃饱，农民靠种地脱贫？', '37468492'), ('电影告诉你40年来，中国法律体系进步了多少', '37532080'), ('这里是深圳：从几万人都想逃离的大工地，到发达的经济特区！', '37464507'), ('港澳回归前，成龙梁家辉总在怀疑自己是否算中国人，现在他们有了答案！', '37609270'), ('电影，记录着中国军事力量前进的每一步', '37669764'), ('中国女排击败日本成为世界冠军前，其实早就被电影拍出来了', '37858470'), ('张艺谋大学时逐帧画电影，最晚熄灯！第五代导演当初如何学电影的？', '37925586'), ('回顾中国导演的最强一代！陈凯歌戛纳金棕榈，张艺谋威尼斯金狮！', '37947696'), ('国产主旋律电影的每场戏都是“虚构”的！', '38058180'), ('主旋律电影创作幕后：我们也想和观众打通心灵上的联系', '38072585'), ('中外合拍片历史全回顾：由协拍到主控主导', '38234871'), ('香港电影北上中国内地的坎坷路', '38278008'), ('改革开放这40年，你错过了多少优秀的少数民族电影？', '38379272'), ('现在商业电影这么嚣张，在过去是要受批判的！', '38453208'), ('引进片的到来，是否摧毁了国产电影市场？', '38525455'), ('历数40年来的影视明星，看国人审美变化', '38588320'), ('明星是社会的审美风向标，也是时代的骄傲与风华绝代', '38671218'), ('电影里的出国热：一条压力更大的求生之路', '38730426'), ('国产电影中的创业群像：生命不息，赚钱不止', '38731961'), ('盘点电影中的交通工具：坐在自行车前和后的意思是不一样的！', '38921390'), ('用电影看40年来，中国人的时尚变迁史', '38995553'), ('从露天到影院巨幕，看中国电影银幕发展史', '39049242'), ('女人只能用婚姻和选择的男人，来决定自身价值吗？', '39153175'), ('《泰囧》成功后，徐峥还受到时任泰国总理接见——电影是最好的旅游宣传片', '39227702'), ('“六公主”为何不算中央电视台？看央6电影频道的“前世今生”！', '39320227')])","[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 21, 20, 20, 20, 20, 20, 20]",766.0,4763589,影响：改革开放40年的中国电影,26336,['人文'],140280.0,2018
中国大陆,3416.0,1299.0,"OrderedDict([('来自北京的红色废墟探险者', '8687111'), ('一个去亚马逊雨林寻找声音的人', '7638789'), ('金马奖最佳纪录片摄影师，曾两次溺水接近死亡，爱上水下摄影探险', '11716718'), ('现实版宝石之国，挑战在绝美冰封贝加尔湖徒步23天', '17467074'), ('送桶装水的农村小哥迷上越野跑，变身地球OL自费玩家', '20505087'), ('顶巨风爬6000米雪山，拍完照庆幸还活着，他辞职就为了干这个', '20787164'), ('卖掉北京房的900万，他全用来房车环游地球，4年走遍113个国家', '21073456'), ('最惊险的空中漫步，他用宽2.5厘米的扁带，横跨长江天险', '38581962')])","[3, 5, 8, 34, 3, 4, 6, 4]",366.0,3078250,箭厂 探索者,25983,"['人文', '探险']",140200.0,2017
英国,281.0,1468.0,"OrderedDict([('01', '27107385'), ('02', '27107385'), ('03', '27107385'), ('04', '27107385'), ('05', '27107385'), ('06', '27107385'), ('07', '27107385'), ('08', '27107385'), ('09', '27107385'), ('10', '27107385'), ('11', '27107385'), ('12', '27107385'), ('13', '27107385')])","[28, 27, 28, 28, 28, 28, 28, 28, 28, 27, 28, 28, 28]",9391.0,125232,糟糕的历史 第5季,25344,"['历史', '人文']",140044.0,2013
其他,591.0,3193.0,"OrderedDict([('五元老', '4052842'), ('天才云集', '4052842'), ('耀世之光', '4052842'), ('走出黑暗', '4052842'), ('旷世天问', '4052842')])","[48, 47, 48, 47, 46]",2420.0,35552,天才们,22600,"['人文', '历史']",140029.0,2016
美国,448.0,2073.0,"OrderedDict([('', '9180354')])","[26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26, 26]",9701.0,21157,室内近距离战斗,21157,['军事'],139829.0,2012
法国,892.0,1908.0,"OrderedDict([('爱因斯坦和相对论的故事', '28266099')])",[49],8804.0,127752,爱因斯坦和相对论的故事,25429,['科技'],139708.0,2015
其他,249.0,276.0,"OrderedDict([('托马斯·克伦威尔', '4097209'), ('弗兰西斯·沃尔辛厄姆', '4097209'), ('罗伯特·西塞尔', '4097209'), ('红衣主教黎塞留', '4097209'), ('伊丽莎白·卢', '4097209'), ('玛塔·哈莉和索菲亚·波特卡', '4097209')])","[43, 43, 43, 43, 43, 43]",6739.0,14572,叛国罪：密码 间谍和阴谋,21844,"['历史', '社会', '罪案']",139378.0,2016
美国,408.0,1903.0,"OrderedDict([('Z树屋', '31213161'), ('滑雪小屋', '31212422'), ('战斗风格', '31213543'), ('神奇摩登屋', '31213106'), ('户外冒险总部', '31212578'), ('法式餐厅树屋', '31213490'), ('名家湖畔屋', '31213730'), ('果园尝鲜', '31212729'), ('外星太空船', '31213244'), ('爱的惊喜', '31213634'), ('罗德里克风格', '31212838'), ('观众提问特集3', '31213288'), ('树屋2.0', '31213044'), ('最佳树屋5', '31212644'), ('惊喜大改造', '31212930'), ('山区圣诞树屋', '31213361')])","[43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43, 43]",3633.0,133112,树屋大师 第五季,25639,"['人文', '社会']",138671.0,2018
英国,223.0,995.0,"OrderedDict([('01', '12432043'), ('02', '12432043'), ('03', '12432043'), ('04', '12432043'), ('05', '12432043'), ('06', '12432043'), ('07', '12432043'), ('08', '12432043'), ('09', '12432043'), ('10', '12432043'), ('11', '12432043'), ('12', '12432043'), ('13', '12432043'), ('14', '12432043'), ('15', '12432043')])","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22, 22]",6559.0,20612,疯狂蛋糕,20612,"['美食', '人文']",138115.0,2016
英国,277.0,1335.0,"OrderedDict([('Horizon The Truth About Taste', '9669371')])",[50],13761.0,20122,BBC 地平线系列：味觉的真相,20122,['科技'],137293.0,2013
英国,271.0,4309.0,"OrderedDict([('01', '13743532'), ('02', '13743532')])","[45, 43]",4435.0,20628,全球最佳饮食,20628,"['美食', '人文']",136900.0,2014
